stop_id_a,stop_id_b,distance
8579254,8590442,427.44284
8579254,8591818,254.26804
8579254,8591988,468.80905
8579254,8592020,434.53586
8579254,8501120:0:70,441.93588
8579254,8501120:0:6,441.93588
8579254,8592050:0:C,352.99582
8579254,8592050,352.99582
8579254,8589523,313.95355
8579254,8592050:0:D,352.99582
8579254,8592072,289.8549
8579254,8501181:0:2,289.19604
8579254,8501120:0:7,441.93588
8579254,8501120:0:1,441.93588
8579254,8501120,441.93588
8579254,8501181,289.19604
8579254,Parent8592050,352.99582
8579254,8501120:0:4,441.93588
8587547,8587548,489.60785
8587547,8592073,245.7078
8591935,8591930,443.39224
8591935,8591939,289.94775
8591965,8591966,274.8935
8591965,8593821,112.38751
8591965,8591967,216.987
8592019,8592055,431.10898
8592019,8592089,380.32587
8592019,8592081,419.07657
8592019,8592066,492.1978
8592019,8593249,447.1769
8592019,8592092,205.04198
8592019,8592137,359.49933
8592040,8501120:0:8,282.97427
8592040,8501120:0:5,282.97427
8592040,8592134,429.33273
8592040,8501120:0:3,282.97427
8592040,Parent8501120,282.97427
8592040,8592050:0:H,361.19833
8592040,8591985,421.29785
8592040,8501120:0:70,282.97427
8592040,8592027,131.48639
8592040,8501120:0:6,282.97427
8592040,8592028,472.17062
8592040,8592050:0:C,361.19833
8592040,8592050,361.19833
8592040,8592024,373.84
8592040,8592050:0:D,361.19833
8592040,8592052,273.17627
8592040,8501120:0:7,282.97427
8592040,8501120:0:1,282.97427
8592040,8501120,282.97427
8592040,8592079,499.2179
8592040,Parent8592050,361.19833
8592040,8501120:0:4,282.97427
8592062,8592186,442.22888
8592062,8591979,257.76593
8592062,8592020,403.73038
8592062,8592072,484.01538
8592062,8592077,182.78444
8592062,8592039,383.99518
8592062,8592079,413.5532
8592062,8592084,362.5543
8592086,8591986,114.02841
8592086,8592061,280.30338
8592086,8595933,480.0933
8592086,8501075,276.10196
8592088,8592056,380.77133
8592088,8592116,301.02612
8592088,8591987,262.57642
8592088,8591998,464.68356
8592088,8591996,315.84766
8592088,8592057,448.8415
8592090,8591985,384.6551
8592090,8591989,287.76175
8592118,8579238:0:D,301.92072
8592118,8592099,210.63805
8592118,8579238,301.92072
8592118,8592127,491.8672
8592118,8592048,485.07605
8592118,8592008,326.47333
8592118,8592131,339.06223
8592146,8509297,229.38832
8592146,8592161,426.0455
8592146,8593856,382.07516
8592146,Parent8504003,405.3188
8592146,8504003,405.3188
8592146,8504003:0:1,330.0033
8592146,8504003:0:2,334.77408
8592146,8592153,251.6842
8592186,8592193,218.97028
8592186,8592062,442.22888
8592186,8592029,276.70972
8592186,8592197,403.6697
8592186,8592077,313.75592
8592186,8592084,435.26437
8592231,8592229,241.14217
8593838,8593837,97.63328
8593838,8592068,137.39127
8593838,8592080,336.84747
8593838,8595938,223.3023
8593838,8592044,409.67462
8593838,8595935,226.75702
8594178,8581922,460.49344
8594178,8581924,491.6925
8594178,8594177,266.39297
8594178,8581916,220.40225
8595521,8592219,362.8501
8595521,8595602,457.08865
8595521,8592210,467.3232
8595521,8595937,499.13864
8595521,8501211,354.72778
8595521,8501210,186.12126
Parent8501117,8501117:0:3,105.19757
Parent8501117,8595216,71.56856
Parent8501117,8595217,423.7774
Parent8501117,Parent8595216,71.56856
Parent8501117,8501117:0:4,106.189545
Parent8501117,8581914,37.143276
Parent8501117,8581918,270.6698
Parent8501117,Parent8595214,316.14606
Parent8501117,8595214,316.14606
Parent8501117,8595214:0:1,316.14606
Parent8501117,8501117:0:1,58.822144
8501162,8592173,327.7927
8501162,Parent8501162,0.0
8501162,8592124,359.65018
8501162,8592107,271.74353
8501162,8501162:0:1,0.0
8501162,8501162:0:2,0.0
8501162,8591993,280.13507
8501162,8592187,444.49194
8501162,8592087,455.72186
8501162,8592181,197.33751
8501168:0:1,8501168,0.0
8504010:0:1,Parent8504010,57.86931
8504010:0:1,8592149,182.00235
8504010:0:1,8504010:0:2,8.312039
8504010:0:1,8593795,328.78653
8504010:0:1,8591976,82.4872
8504010:0:1,8504010,57.86931
8504010:0:1,8592151,334.10965
8510575,8504176,300.68185
8510575,8591982,227.04022
8510575,8590442,475.13663
8510575,8592138,492.11368
8510575,8592091,425.12643
8510575,8589523,396.40466
8510575,8579237,390.07468
8510575,8592017,361.56955
8570064,8501169:0:2,326.07803
8570064,Parent8501169,326.07803
8570064,8501169:0:1,326.07803
8570064,8570063,317.04727
8570064,8501169,326.07803
8570168,8570169,235.76375
8570168,8570167,282.60825
8570169,8570168,235.76375
8570169,8570167,495.6879
8570462,8505530,52.43145
8570462,8581429,408.56326
8579248,8579249,367.2259
8588443,8588446,463.83542
8588443,8588445,208.61838
8588443,8588445:0:B,177.62608
8588443,Parent8588445,208.61838
8588443,8592190,457.66687
8588443,8501121:0:2,209.55713
8588443,8588445:0:D,166.5497
8588443,8592182,223.49652
8588443,Parent8501121,271.34735
8588443,8588442,201.8519
8588443,8588441,444.9124
8588443,8501121:0:1,192.01581
8588443,8588440,395.6932
8588443,8592188,275.13358
8588983,8588838,103.05319
8588983,8510721,382.2503
8588983,8501118:0:5,137.4605
8588983,8501118:0:3,132.59084
8588983,8501218,458.84863
8588983,8530749,136.665
8588983,8593866,338.09265
8588983,8588839,301.4906
8588983,8501118:0:4,134.91628
8588983,8592202,368.0453
8588983,Parent8501118,56.405144
8588983,8510421,459.41943
8588983,8501118:0:1,129.15437
8588983,8501118:0:2,131.4823
8588983,8593869,216.24394
8591980,8592001,473.51193
8591980,8592119,108.10055
8591980,8592035,237.2857
8591980,8592041,451.68063
8591980,8592078,495.15836
8591980,8592109,223.35127
8591980,8592032,376.03088
8591980,8592104,251.06805
8591980,8591992,379.41217
8591980,8591984,342.73914
8591980,8592036,384.56335
8592070,8587929,195.86545
8592070,8509491,353.6334
8592132,8592085,248.49907
8592132,8592003,223.47871
8592132,8592076,421.4579
8592132,8592082,254.30959
8592132,8592116,316.34012
8592132,8592111,137.85037
8592132,8592033,433.84543
8592132,8592047,357.54553
8592132,8592053,389.0152
8592143,8593249,327.47824
8592143,8592140,404.09262
8592198,8592172,360.73767
8592198,8592182,466.55844
8592198,8588442,436.95917
8592198,8588441,313.03168
8592198,8592170,240.73335
8592223,8592210,434.0715
8592223,8592211,495.63965
8592223,8592221,380.52817
8592223,8592218,494.5372
8594987,8594986,366.1314
8594987,8595602,356.69028
8594987,8501212,136.30777
8594987,8510422,418.5627
8594987,8501211,465.64798
8595216,8501117:0:3,68.211555
8595216,Parent8501117,71.56856
8595216,8595217,352.62076
8595216,Parent8595216,0.0
8595216,8501117:0:4,64.907234
8595216,8581914,66.16995
8595216,8581918,341.3662
8595216,Parent8595214,259.36072
8595216,8595214,259.36072
8595216,8595214:0:1,259.36072
8595216,8501117:0:1,49.61537
8595217,8595215:0:2,263.42966
8595217,8501117:0:3,342.1612
8595217,Parent8501117,423.7774
8595217,8595216,352.62076
8595217,Parent8595216,352.62076
8595217,8501117:0:4,337.34085
8595217,8581914,406.98218
8595217,Parent8595215,263.42966
8595217,8595215:0:1,263.42966
8595217,Parent8595214,205.852
8595217,8595214,205.852
8595217,8595214:0:1,205.852
8595217,8595215,263.42966
8595217,8501117:0:1,378.99133
Parent8501169,8501169:0:2,0.0
Parent8501169,8570064,326.07803
Parent8501169,8501169:0:1,0.0
Parent8501169,8570063,67.72326
Parent8501169,8501169,0.0
8501120:0:3,8501120:0:8,0.0
8501120:0:3,8501181:0:1,455.43802
8501120:0:3,Parent8501181,455.43802
8501120:0:3,8501120:0:5,0.0
8501120:0:3,8579254,441.93588
8501120:0:3,8592040,282.97427
8501120:0:3,Parent8501120,0.0
8501120:0:3,8592050:0:F,236.71092
8501120:0:3,8592050:0:H,99.84084
8501120:0:3,8579253,336.9602
8501120:0:3,8591818,406.3532
8501120:0:3,8592020,339.15115
8501120:0:3,8501120:0:70,0.0
8501120:0:3,8592027,361.37332
8501120:0:3,8501120:0:6,0.0
8501120:0:3,8592050:0:C,99.84084
8501120:0:3,8592050,99.84084
8501120:0:3,8592050:0:D,99.84084
8501120:0:3,8592072,437.97305
8501120:0:3,8501181:0:2,455.43802
8501120:0:3,8592052,208.01761
8501120:0:3,8501120:0:7,0.0
8501120:0:3,8501120:0:1,0.0
8501120:0:3,8501120,0.0
8501120:0:3,8501181,455.43802
8501120:0:3,8592079,329.20386
8501120:0:3,Parent8592050,99.84084
8501120:0:3,8501120:0:4,0.0
8501217,8591933,286.54248
8501217,8591953,495.2772
8501217,8591948,352.99796
8501217,8591960,450.37405
8501217,8593867,495.7987
8501217,8507227,362.96252
8501217,8588873,444.9821
8501217,8593868,336.07602
8501245,8588158,291.31485
8504000:0:2,Parent8504000,75.93089
8504000:0:2,8592190,225.01889
8504000:0:2,8501121:0:2,423.34534
8504000:0:2,8592196,47.38472
8504000:0:2,8588447,494.84348
8504000:0:2,Parent8501121,468.08115
8504000:0:2,8592183,342.67197
8504000:0:2,8504000:0:1,8.12372
8504000:0:2,8501121:0:1,422.13483
8504000:0:2,8504000,75.93089
8504000:0:2,8592188,272.55283
8588452,8588451,438.05542
8588846,8595978,164.64772
8591948,8591953,285.06332
8591948,8501217,352.99796
8591948,8591955,205.02205
8591948,8591960,407.5298
8591948,8591957,367.80307
8591954,8591961,422.6617
8591954,8591952,290.09195
8591954,8591946,247.74388
8591954,8591956,497.42685
8591954,8591947,315.06842
8591954,8591949,245.10126
8591954,8591951,241.89828
8591978,8588431,246.41263
8591978,8592136,255.98457
8591978,8592042,174.04921
8591978,8579255,409.45813
8592003,8592085,122.10362
8592003,8592034,404.48914
8592003,8592132,223.47871
8592003,8592076,199.45743
8592003,8592082,430.52908
8592003,8592116,291.27304
8592003,8592111,279.82712
8592003,8592033,235.02333
8592003,8592053,333.856
8592016,8592115,417.99225
8592016,8592063,230.76189
8592016,8592137,425.3233
8592051,8592009,494.92682
8592051,8591991,176.11052
8592051,8579254,394.6207
8592051,8592050:0:F,465.6894
8592051,8591979,326.90274
8592051,8592020,467.98065
8592051,8592074,253.23688
8592051,8589523,330.81027
8592051,8592072,274.2857
8592051,8579237,427.7299
8592051,8592038,333.2699
8592199,8592189,370.06903
8592199,8501319,390.4205
8592199,8592195,225.34714
8592199,8588439,332.4348
8592199,8592168,452.7829
8592226,8510528,261.27606
8592226,8595223,161.00392
8592226,8588157,395.03568
8592226,8510727,327.83112
8595191,8592189,373.59515
8595191,8593795,377.54117
8595191,8595192,439.51694
8595191,8592195,440.5734
8595191,8593850,223.43591
Parent8501120,8501120:0:8,0.0
Parent8501120,8501181:0:1,455.43802
Parent8501120,Parent8501181,455.43802
Parent8501120,8501120:0:5,0.0
Parent8501120,8579254,441.93588
Parent8501120,8592040,282.97427
Parent8501120,8501120:0:3,0.0
Parent8501120,8592050:0:F,236.71092
Parent8501120,8592050:0:H,99.84084
Parent8501120,8579253,336.9602
Parent8501120,8591818,406.3532
Parent8501120,8592020,339.15115
Parent8501120,8501120:0:70,0.0
Parent8501120,8592027,361.37332
Parent8501120,8501120:0:6,0.0
Parent8501120,8592050:0:C,99.84084
Parent8501120,8592050,99.84084
Parent8501120,8592050:0:D,99.84084
Parent8501120,8592072,437.97305
Parent8501120,8501181:0:2,455.43802
Parent8501120,8592052,208.01761
Parent8501120,8501120:0:7,0.0
Parent8501120,8501120:0:1,0.0
Parent8501120,8501120,0.0
Parent8501120,8501181,455.43802
Parent8501120,8592079,329.20386
Parent8501120,Parent8592050,99.84084
Parent8501120,8501120:0:4,0.0
Parent8501162,8592173,327.7927
Parent8501162,8501162,0.0
Parent8501162,8592124,359.65018
Parent8501162,8592107,271.74353
Parent8501162,8501162:0:1,0.0
Parent8501162,8501162:0:2,0.0
Parent8501162,8591993,280.13507
Parent8501162,8592187,444.49194
Parent8501162,8592087,455.72186
Parent8501162,8592181,197.33751
Parent8595216,8501117:0:3,68.211555
Parent8595216,Parent8501117,71.56856
Parent8595216,8595216,0.0
Parent8595216,8595217,352.62076
Parent8595216,8501117:0:4,64.907234
Parent8595216,8581914,66.16995
Parent8595216,8581918,341.3662
Parent8595216,Parent8595214,259.36072
Parent8595216,8595214,259.36072
Parent8595216,8595214:0:1,259.36072
Parent8595216,8501117:0:1,49.61537
8504171,8587549,230.30653
8504171,8591968,298.55142
8504171,8592130,382.38474
8579233,8579234,223.96461
8579233,8501215,331.1975
8579233,8591944,428.49164
8579233,8501214,58.444954
8581924,8581922,162.24199
8581924,8594178,491.6925
8581924,8594177,225.49496
8581924,8581916,307.33157
8581924,8591931,361.60303
8581924,8581921,305.14255
8587548,8587547,489.60785
8587548,8592073,244.11975
8587548,8592015,436.9
8591964,8592128,487.01062
8591964,8591971,270.2285
8591994,8595005,429.91187
8591994,8591996,406.83118
8591994,8592000,438.54422
8592050:0:F,8501120:0:8,236.71092
8592050:0:F,8501181:0:1,422.53848
8592050:0:F,Parent8501181,422.53848
8592050:0:F,8501120:0:5,236.71092
8592050:0:F,8591991,474.35806
8592050:0:F,8579254,262.26617
8592050:0:F,8501120:0:3,236.71092
8592050:0:F,8592051,465.6894
8592050:0:F,Parent8501120,236.71092
8592050:0:F,8592050:0:H,194.06259
8592050:0:F,8579253,345.0624
8592050:0:F,8591818,369.10266
8592050:0:F,8591979,426.33456
8592050:0:F,8592020,206.30312
8592050:0:F,8501120:0:70,236.71092
8592050:0:F,8501120:0:6,236.71092
8592050:0:F,8592050:0:C,194.06259
8592050:0:F,8592050,194.06259
8592050:0:F,8592050:0:D,194.06259
8592050:0:F,8592072,207.80923
8592050:0:F,8501181:0:2,422.53848
8592050:0:F,8592052,354.6935
8592050:0:F,8501120:0:7,236.71092
8592050:0:F,8501120:0:1,236.71092
8592050:0:F,8501120,236.71092
8592050:0:F,8501181,422.53848
8592050:0:F,8592079,302.57434
8592050:0:F,Parent8592050,194.06259
8592050:0:F,8501120:0:4,236.71092
8592050:0:H,8501120:0:8,99.84084
8592050:0:H,8501181:0:1,359.1886
8592050:0:H,Parent8501181,359.1886
8592050:0:H,8501120:0:5,99.84084
8592050:0:H,8579254,352.99582
8592050:0:H,8592040,361.19833
8592050:0:H,8501120:0:3,99.84084
8592050:0:H,Parent8501120,99.84084
8592050:0:H,8592050:0:F,194.06259
8592050:0:H,8579253,244.25124
8592050:0:H,8591818,308.7819
8592050:0:H,8592020,353.54755
8592050:0:H,8501120:0:70,99.84084
8592050:0:H,8592027,453.6327
8592050:0:H,8501120:0:6,99.84084
8592050:0:H,8592050:0:C,0.0
8592050:0:H,8592050,0.0
8592050:0:H,8592050:0:D,0.0
8592050:0:H,8592072,401.55115
8592050:0:H,8501181:0:2,359.1886
8592050:0:H,8592052,303.24695
8592050:0:H,8501120:0:7,99.84084
8592050:0:H,8501120:0:1,99.84084
8592050:0:H,8501120,99.84084
8592050:0:H,8501181,359.1886
8592050:0:H,8592079,382.65692
8592050:0:H,Parent8592050,0.0
8592050:0:H,8501120:0:4,99.84084
8592065,8579245,417.62305
8592065,8592112,191.93404
8592065,8592025,208.65381
8592065,8592031,392.85074
8592081,8592019,419.07657
8592081,8591977,384.37814
8592081,8592066,273.2983
8592081,8592018,251.24011
8592081,8592137,394.35474
8592081,8591997,490.42096
8592081,8592054,384.0796
8592099,8579238:0:D,461.0011
8592099,8592118,210.63805
8592099,8579238,461.0011
8592099,8592048,306.07916
8592099,8591997,338.01663
8592099,8592054,439.70612
8592112,8592065,191.93404
8592112,8592025,397.6075
8592112,8579255,416.9781
8592112,8592031,311.0768
8592129,8592045,144.857
8592129,8592009,402.79764
8592129,8588431,442.72372
8592129,8591981,435.56177
8592129,8592083,250.11455
8592129,8592012,402.14456
8592129,8510574,346.1886
8592129,8591999,357.72684
8592141,8504177,369.84952
8592155,Parent8501122,434.60565
8592155,8593861,452.98154
8592155,8501122:0:2,483.3587
8592155,8501122:0:1,482.1273
8592155,8592160,332.65698
8592162,Parent8501122,455.84134
8592162,8593861,471.74374
8592162,8593856,372.49268
8592162,8501122:0:2,447.72955
8592162,8501122:0:1,455.04755
8592162,8504003:0:1,481.09445
8592162,8504003:0:2,474.29868
8592162,8592153,473.94196
8592219,8595521,362.8501
8592219,8592210,246.53601
8592219,8501210,495.90408
8592219,8592215,389.30545
8593816,8595986,469.9913
8593816,8591939,494.79523
8593816,8588841,344.7734
8593816,8595148,417.5582
8593816,8595516,196.56409
8595938,8593837,275.80817
8595938,8592068,346.59137
8595938,8592080,437.60336
8595938,8593838,223.3023
8595938,8592121,355.43015
8595938,8592044,382.4024
8595938,8595935,344.1993
8501319,8592199,390.4205
8501319,8588439,103.31771
8501319,8588440,319.86145
8510525,8579231,66.32744
8510525,8510526,297.2829
8510525,8591959,431.14838
8510525,8594988,74.170204
8510525,8588156,402.21558
8518452:0:3,8593844,441.27252
8518452:0:3,8501208,494.64563
8518452:0:3,8592049,198.65674
8518452:0:3,8518452:0:1,16.743671
8518452:0:3,8510543,290.8286
8518452:0:3,Parent8518452,109.82214
8518452:0:3,8518452:0:4,7.332411
8518452:0:3,8501209,263.59555
8518452:0:3,8592103,236.06609
8518452:0:3,8592179,477.09033
8518452:0:3,8592105,294.11658
8518452:0:3,8518452:0:2,9.434937
8570421,8570422,496.4396
8588155,8510526,451.63397
8588155,8588158,353.78946
8588155,8510527,430.1911
8588155,8588156,240.96689
8588431,8591978,246.41263
8588431,8592129,442.72372
8588431,8592042,367.66333
8588431,8579237,488.69235
8591981,8592045,300.08908
8591981,8592009,209.74693
8591981,8592129,435.56177
8591981,8592083,185.78423
8591981,8592012,325.7309
8591981,8510574,228.86197
8591981,8592074,477.1649
8591981,8591999,394.54852
8591981,8592043,218.23729
8591981,8592123,148.52652
8591981,8592038,276.56284
8592041,8501160:0:2,406.62125
8592041,8592001,167.95294
8592041,8592119,475.235
8592041,8592035,349.39355
8592041,8592134,486.54874
8592041,Parent8501160,406.62125
8592041,8591980,451.68063
8592041,8592109,316.49677
8592041,8592120,475.52023
8592041,8591990,396.20346
8592041,8592133,321.12445
8592041,8592004,331.9605
8592041,8592010,311.35696
8592041,8592096,278.64685
8592041,8592122,260.97638
8592041,8501160,406.62125
8592041,8592036,292.2288
8592041,8501160:0:1,406.62125
8592056,8592088,380.77133
8592056,8592094,280.5102
8592056,8591987,243.63812
8592056,8591993,474.941
8592056,8591998,399.7582
8592056,8591996,338.60648
8592056,8592087,271.96646
8592056,8592000,320.02164
8592056,8592057,349.4863
8592076,8592085,222.06192
8592076,8592135,434.91406
8592076,8592034,333.12384
8592076,8592060,320.47345
8592076,8592132,421.4579
8592076,8592003,199.45743
8592076,8592104,439.732
8592076,8592116,416.94653
8592076,8592111,452.94443
8592076,8591984,340.6277
8592076,8592033,111.201065
8592076,8592053,371.41193
8592078,8592119,416.95163
8592078,8592102,376.7812
8592078,8591980,495.15836
8592078,8592032,217.71643
8592078,8592124,300.42825
8592078,8591992,391.9616
8592078,8592022,499.2403
8592100,8592015,187.2849
8592109,8592001,414.6199
8592109,8592119,185.1725
8592109,8592035,326.45102
8592109,8592102,432.62057
8592109,8591980,223.35127
8592109,8592041,316.49677
8592109,8592104,469.92377
8592109,8592022,376.3425
8592109,8592036,161.22958
8592152,8592149,494.84393
8592152,8579259,428.56964
8592152,8592147,327.3386
8592152,8592159,317.30396
8592152,8592157,261.54144
8593856,8509297,360.4388
8593856,8592146,382.07516
8593856,8592162,372.49268
8593856,Parent8504003,180.61719
8593856,8504003,180.61719
8593856,8504003:0:1,113.73271
8593856,8504003:0:2,107.50616
8593856,8592153,197.69878
8593866,8588838,440.94937
8593866,8591933,470.86508
8593866,8501118:0:5,348.18857
8593866,8592209,396.66046
8593866,8501118:0:3,334.93845
8593866,8530749,440.02548
8593866,8588983,338.09265
8593866,8501118:0:4,342.84918
8593866,Parent8501118,384.38922
8593866,8501118:0:1,323.16385
8593866,8501118:0:2,331.3731
8593866,8593869,356.90768
8593866,8593868,391.69803
8594177,8581922,231.48582
8594177,8594178,266.39297
8594177,8581924,225.49496
8594177,8581916,121.46131
8594177,8581921,359.1336
8595223,8510528,298.10242
8595223,8592226,161.00392
8595223,8588157,489.6181
8595223,8510727,166.85687
8595474,8557141,487.93625
8595474,8504758,438.85382
8501122:0:2,Parent8501122,49.162186
8501122:0:2,8593861,34.900253
8501122:0:2,8592164,297.30527
8501122:0:2,8592155,483.3587
8501122:0:2,8592162,447.72955
8501122:0:2,8501122:0:1,7.33007
8501122:0:2,8592160,303.14935
8501122:0:2,8592154,254.32991
8501164:0:1,8501165,489.32828
8501164:0:1,8501165:0:2,489.32828
8501164:0:1,8501164,0.0
8501165,8501164:0:1,489.32828
8501165,8501165:0:2,0.0
8501165,8501164,489.32828
8501215,8591952,452.5063
8501215,8591946,492.3076
8501215,8579233,331.1975
8501215,8591947,326.66025
8501215,8591951,272.13263
8501215,8501216,382.28735
8501215,8501214,291.49496
8518452:0:1,8593844,434.40247
8518452:0:1,8501208,489.49466
8518452:0:1,8592049,214.30643
8518452:0:1,8518452:0:3,16.743671
8518452:0:1,8510543,299.11282
8518452:0:1,Parent8518452,110.645325
8518452:0:1,8518452:0:4,24.073069
8518452:0:1,8501209,246.8526
8518452:0:1,8592103,248.1192
8518452:0:1,8592179,486.65698
8518452:0:1,8592105,285.88797
8518452:0:1,8518452:0:2,7.318618
8579253,8501160:0:2,470.48544
8579253,8501120:0:8,336.9602
8579253,8501181:0:1,122.82039
8579253,Parent8501181,122.82039
8579253,8501120:0:5,336.9602
8579253,8592134,456.43835
8579253,Parent8501160,470.48544
8579253,8579254,297.5883
8579253,8501120:0:3,336.9602
8579253,Parent8501120,336.9602
8579253,8592050:0:F,345.0624
8579253,8592050:0:H,244.25124
8579253,8590442,407.1746
8579253,8591818,85.487595
8579253,8591988,279.66995
8579253,8501120:0:70,336.9602
8579253,8592098,327.80264
8579253,8501120:0:6,336.9602
8579253,8592050:0:C,244.25124
8579253,8592133,480.2649
8579253,8592050,244.25124
8579253,8592050:0:D,244.25124
8579253,8501181:0:2,122.82039
8579253,8501120:0:7,336.9602
8579253,8501120:0:1,336.9602
8579253,8501120,336.9602
8579253,8501181,122.82039
8579253,Parent8592050,244.25124
8579253,8501160,470.48544
8579253,8501120:0:4,336.9602
8579253,8592011,480.74518
8579253,8501160:0:1,470.48544
8581916,8581922,242.45636
8581916,8594178,220.40225
8581916,8581924,307.33157
8581916,8594177,121.46131
8581916,8581921,325.10745
8590442,8501160:0:2,457.98996
8590442,8504176,324.80765
8590442,8591982,427.14642
8590442,8501181:0:1,284.40012
8590442,8592135,450.71152
8590442,Parent8501181,284.40012
8590442,Parent8501160,457.98996
8590442,8579254,427.44284
8590442,8510575,475.13663
8590442,8579253,407.1746
8590442,8591818,328.56375
8590442,8591988,243.32161
8590442,8592098,391.0949
8590442,8592071,494.24496
8590442,8589523,467.9499
8590442,8592125,173.78479
8590442,8501181:0:2,284.40012
8590442,8501181,284.40012
8590442,8501160,457.98996
8590442,8592011,372.16107
8590442,8501160:0:1,457.98996
8591962,8591963,290.82593
8591962,8591969,345.5518
8591962,8591967,478.6939
8591977,8592081,384.37814
8591977,8592066,288.48523
8591977,8592018,254.64941
8591977,8592048,348.63293
8591977,8591997,252.68661
8591977,8592054,164.45183
8592023,8588432,259.6028
8592023,8588434,304.57904
8592023,8592191,298.66397
8592023,8592185,336.94098
8592023,8592171,391.75336
8592063,8592016,230.76189
8592063,8592066,495.65356
8592063,8587357,403.61505
8592063,8592092,468.445
8592063,8592137,292.22815
8592120,8501160:0:2,261.2718
8592120,8592001,313.46176
8592120,8592035,326.84998
8592120,8592135,215.65616
8592120,8592034,458.19614
8592120,8592060,189.75565
8592120,Parent8501160,261.2718
8592120,8592041,475.52023
8592120,8591988,430.14774
8592120,8592098,386.74997
8592120,8592133,480.41653
8592120,8592125,411.09323
8592120,8592010,242.38983
8592120,8591984,343.19235
8592120,8592096,292.69858
8592120,8501160,261.2718
8592120,8592033,470.6846
8592120,8592011,216.29848
8592120,8501160:0:1,261.2718
8592205,8592206,493.22836
8592205,8592202,427.80325
8592205,8592203,482.56464
8592205,8592213,425.22147
8592205,8592212,326.05618
8592205,8592201,427.9398
8592205,8592220,197.90164
8592205,8592222,418.00912
8595602,8595521,457.08865
8595602,8594987,356.69028
8595602,8501212,432.42618
8595602,8510422,214.19165
8595602,8501211,288.8569
8595602,8595534,418.5379
8506903,8506907,428.7513
8506903,8581920,242.40308
8506903,8581917,332.61108
8506903,8506905,284.72256
8579246,8592002,435.5708
8579258,8579257,422.01736
8587549,8504171,230.30653
8587549,8591968,449.74323
8587549,8592037,429.38293
8587549,8592130,384.64615
8588434,8592023,304.57904
8588434,8588450,463.2576
8588434,8592191,350.47092
8588434,8592177,341.7313
8588434,8579256,368.2167
8588434,8592185,208.54712
8588434,8592171,267.6577
8588450,8588434,463.2576
8588450,8588449,115.47312
8588450,8592177,439.03296
8588450,8579256,312.53497
8588450,8588448,319.60992
8588450,8592185,475.47394
8588450,8593798,484.06104
8588839,8588838,199.29935
8588839,8510721,360.84464
8588839,8501118:0:5,342.9538
8588839,8501118:0:3,351.20102
8588839,8530749,240.16792
8588839,8588983,301.4906
8588839,8501118:0:4,345.9223
8588839,8592202,301.34567
8588839,Parent8501118,260.42078
8588839,8510421,158.64812
8588839,8501118:0:1,358.71765
8588839,8588840,466.0061
8588839,8501118:0:2,353.47528
8588839,8592201,322.15234
8588839,8592214,214.4947
8588839,8593869,414.8031
8591818,8501160:0:2,467.92545
8591818,8501120:0:8,406.3532
8591818,8501181:0:1,54.007874
8591818,Parent8501181,54.007874
8591818,8501120:0:5,406.3532
8591818,Parent8501160,467.92545
8591818,8579254,254.26804
8591818,8501120:0:3,406.3532
8591818,Parent8501120,406.3532
8591818,8592050:0:F,369.10266
8591818,8592050:0:H,308.7819
8591818,8579253,85.487595
8591818,8590442,328.56375
8591818,8591988,243.04424
8591818,8501120:0:70,406.3532
8591818,8592098,329.8061
8591818,8501120:0:6,406.3532
8591818,8592050:0:C,308.7819
8591818,8592050,308.7819
8591818,8592050:0:D,308.7819
8591818,8592125,474.34515
8591818,8501181:0:2,54.007874
8591818,8501120:0:7,406.3532
8591818,8501120:0:1,406.3532
8591818,8501120,406.3532
8591818,8501181,54.007874
8591818,Parent8592050,308.7819
8591818,8501160,467.92545
8591818,8501120:0:4,406.3532
8591818,8592011,457.63455
8591818,8501160:0:1,467.92545
8591966,8589525,473.60287
8591966,8591965,274.8935
8591966,8593821,301.9119
8591966,8591970,436.0945
8591966,8591967,346.56683
8591979,8591991,480.8946
8591979,8592062,257.76593
8591979,8592051,326.90274
8591979,8592050:0:F,426.33456
8591979,8592020,283.69067
8591979,8592072,254.81636
8591979,8592077,436.97427
8591979,8592079,383.54767
8591979,8592038,421.23697
8591985,8592040,421.29785
8591985,8592090,384.6551
8591985,8592027,302.55533
8591985,8592028,387.6136
8591985,8592005,388.65662
8591985,8592024,210.97298
8591985,8592061,446.97537
8591985,8591989,452.54822
8591988,8501160:0:2,253.72694
8591988,8501181:0:1,191.45209
8591988,8592135,459.3979
8591988,Parent8501181,191.45209
8591988,Parent8501160,253.72694
8591988,8579254,468.80905
8591988,8579253,279.66995
8591988,8590442,243.32161
8591988,8592120,430.14774
8591988,8591818,243.04424
8591988,8592098,151.53474
8591988,8592133,403.62338
8591988,8592125,304.00323
8591988,8501181:0:2,191.45209
8591988,8592010,357.1795
8591988,8501181,191.45209
8591988,8592096,374.43192
8591988,8501160,253.72694
8591988,8592011,217.37451
8591988,8501160:0:1,253.72694
8591990,8592041,396.20346
8591990,8592064,334.16055
8591990,8592075,465.373
8591990,8592046,486.3078
8591990,8592004,439.21594
8591990,8501207,292.75992
8591990,8592097,220.48845
8591990,8592122,343.72543
8591990,8592036,369.77014
8592029,8592193,381.41766
8592029,8592186,276.70972
8592029,8592197,307.52432
8592029,8592077,385.56052
8592029,8592084,345.86426
